index,cap,line,content
1246,16,78,
1247,16,79,— Esta cruz...
1248,16,80,
1249,16,81,"Dizia isto, metendo a mão no seio e tirando uma cruz fina, de ouro,"
1250,16,82,presa a uma fita azul e pendurada ao colo.
1251,16,83,
1252,16,84,"— Mas essa cruz, observei eu, não me disseste que era teu pai que..."
1253,16,85,Marcela abanou a cabeça com um ar de lástima:
1254,16,86,
1255,16,87,"— Não percebeste que era mentira, que eu dizia isso para te não"
1256,16,88,"molestar? Vem cá, chiquito, não sejas assim desconfiado comigo..."
1257,16,89,"Amei a outro; que importa, se acabou? Um dia, quando nos"
1258,16,90,separarmos...
1259,16,91,
1260,16,92,— Não digas isso! bradei eu.
1261,16,93,
1262,16,94,— Tudo cessa! Um dia...
1263,16,95,
1264,16,96,Não pôde acabar; um soluço estrangulou-lhe a voz; estendeu as
1265,16,97,"mãos, tomou das minhas, conchegou-me ao seio, e sussurrou-me"
1266,16,98,"baixo ao ouvido: — Nunca, nunca, meu amor! Eu agradeci-lho com os"
1267,16,99,olhos úmidos. No dia seguinte levei-lhe o colar que havia recusado.
1268,16,100,
1269,16,101,"— Para te lembrares de mim, quando nos separarmos, disse eu."
1270,16,102,Marcela teve primeiro um silêncio indignado; depois fez um gesto
1271,16,103,magnífico: tentou atirar o colar à rua. Eu retive-lhe o braço; pedi-lhe
1272,16,104,"muito que não me fizesse tal desfeita, que ficasse com a jóia. Sorriu"
1273,16,105,e ficou.
1274,16,106,"Entretanto, pagava-me à farta os sacrifícios; espreitava os meus mais"
1275,16,107,recônditos pensamentos; não havia desejo a que não acudisse com
1276,16,108,"alma, sem esforço, por uma espécie de lei da consciência e"
1277,16,109,"necessidade do coração. Nunca o desejo era razoável, mas um"
1278,16,110,"capricho puro, uma criancice, vê-la trajar de certo modo, com tais e"
1279,16,111,"tais enfeites, este vestido e não aquele, ir a passeio ou outra coisa"
1280,16,112,"assim, e ela cedia a tudo, risonha e palreira."
1281,16,113,
1282,16,114,"— Você é das Arábias, dizia-me."
1283,16,115,"E ia a pôr o vestido, a renda, os brincos, com uma obediência de"
1284,16,116,encantar.
1285,16,117,
1286,17,0,CAPÍTULO XVI / UMA REFLEXÃO IMORAL
1287,17,1,"Ocorre-me uma reflexão imoral, que é ao mesmo tempo uma"
1288,17,2,"correção de estilo. Cuido haver dito, no capítulo XIV, que Marcela"
1289,17,3,"morria de amores pelo Xavier. Não morria, vivia. Viver não é a"
1290,17,4,mesma coisa que morrer; assim o afirmam todos os joalheiros deste
1291,17,5,"mundo, gente muito vista na gramática. Bons joalheiros, que seria do"
1292,17,6,amor se não fossem os vossos dixes e fiados? Um terço ou um quinto
1293,17,7,do universal comércio dos corações. Esta é a reflexão imoral que eu
1294,17,8,"pretendia fazer, a qual é ainda mais obscura do que imoral, porque"
1295,17,9,não se entende bem o que eu quero dizer. O que eu quero dizer é
1296,17,10,"que a mais bela testa do mundo não fica menos bela, se a cingir um"
1297,17,11,"diadema de pedras finas; nem menos bela, nem menos amada."
1298,17,12,"Marcela, por exemplo, que era bem bonita, Marcela amou-me..."
1299,17,13,
1300,18,0,CAPÍTULO XVII / DO TRAPÉZIO E OUTRAS COISAS
1301,18,1,...Marcela amou-me durante quinze meses e onze contos de réis;
1302,18,2,"nada menos. Meu pai, logo que teve aragem dos onze contos,"
1303,18,3,sobressaltou-se deveras; achou que o caso excedia as raias de um
1304,18,4,capricho juvenil.
1305,18,5,
1306,18,6,"— Desta vez, disse ele, vais para a Europa; vais cursar uma"
1307,18,7,"Universidade, provavelmente Coimbra; quero-te para homem sério e"
1308,18,8,não para arruador e gatuno. E como eu fizesse um gesto de espanto:
1309,18,9,
1310,18,10,"— Gatuno, sim senhor; não é outra coisa um filho que me faz isto..."
1311,18,11,"Sacou da algibeira os meus títulos de dívida, já resgatados por ele, e"
1312,18,12,"sacudiu-mos na cara. — Vês, peralta? é assim que um moço deve"
1313,18,13,zelar o nome dos seus? Pensas que eu e meus avós ganhamos o
1314,18,14,dinheiro em casas de jogo ou a vadiar pelas ruas? Pelintra! Desta vez
1315,18,15,"ou tomas juízo, ou ficas sem coisa nenhuma."
1316,18,16,
1317,18,17,"Estava furioso, mas de um furor temperado e curto. Eu ouvi-o calado,"
1318,18,18,"e nada opus à ordem da viagem, como de outras vezes fizera;"
1319,18,19,ruminava a idéia de levar Marcela comigo. Fui ter com ela; expus-lhe
1320,18,20,"a crise e fiz-lhe a proposta. Marcela ouviu-me com os olhos no ar,sem responder logo; como insistisse, disse-me que ficava, que não"
1321,18,21,podia ir para a Europa.
1322,18,22,
1323,18,23,— Por que não?
1324,18,24,
1325,18,25,"— Não posso, disse ela com ar dolente; não posso ir respirar aqueles"
1326,18,26,"ares, enquanto me lembrar de meu pobre pai, morto por Napoleão..."
1327,18,27,
1328,18,28,— Qual deles: o hortelão ou o advogado?
1329,18,29,
1330,18,30,"Marcela franziu a testa, cantarolou uma seguidilha, entre dentes;"
1331,18,31,"depois queixou-se do calor, e mandou vir um copo de aluá."
1332,18,32," Trouxe-lho a mucama, numa salva de prata, que fazia parte dos meus onze"
1333,18,33,contos. Marcela ofereceu-me polidamente o refresco; minha resposta
1334,18,34,foi dar com a mão no copo e na salva; entornou-se-lhe o líquido no
1335,18,35,"regaço, a preta deu um grito, eu bradei-lhe que se fosse embora."
1336,18,36,"Ficando a sós, derramei todo o desespero de meu coração; disse-lhe"
1337,18,37,"que ela era um monstro, que jamais me tivera amor, que me deixara"
1338,18,38,"descer a tudo, sem ter ao menos a desculpa da sinceridade;"
1339,18,39," chamei-lhe muitos nomes feios, fazendo muitos gestos descompostos."
1340,18,40,
1341,18,41,"Marcela deixara-se estar sentada, a estalar as unhas nos dentes, fria"
1342,18,42,"como um pedaço de mármore. Tive ímpetos de a estrangular, de a"
1343,18,43,"humilhar ao menos, subjugando-a a meus pés. Ia talvez fazê-lo; mas"
1344,18,44,"a ação trocou-se noutra; fui eu que me atirei aos pés dela, contrito e"
1345,18,45,"súplice; beijei-lhos, recordei aqueles meses da nossa felicidade"
1346,18,46,"solitária, repeti-lhe os nomes queridos de outro tempo, sentado no"
1347,18,47,"chão, com a cabeça entre os joelhos dela, apertando-lhe muito as"
1348,18,48,"mãos; ofegante, desvairado, pedi-lhe com lágrimas que me não"
1349,18,49,"desamparasse... Marcela esteve alguns instantes a olhar para mim,"
1350,18,50,"calados ambos, até que brandamente me desviou e, com um ar"
1351,18,51,enfastiado:
1352,18,52,
1353,18,53,"— Não me aborreça, disse."
1354,18,54,
1355,18,55,"Levantou-se, sacudiu o vestido, ainda molhado, e caminhou para a"
1356,18,56,alcova. — Não! bradei eu; não hás de entrar... não quero... Ia a
1357,18,57,lançar-lhe as mãos: era tarde; ela entrara e fechara-se.
1358,18,58,
1359,18,59,Saí desatinado; gastei duas mortais horas em vaguear pelos bairros
1360,18,60,"mais excêntricos e desertos, onde fosse difícil dar comigo. Ia"
1361,18,61,"mastigando o meu desespero, com uma espécie de gula mórbida;"
1362,18,62,"evocava os dias, as horas, os instantes de delírio, e ora me"
1363,18,63,"comprazia em crer que eles eram eternos, que tudo aquilo era um"
1364,18,64,"pesadelo, ora, enganando-me a mim mesmo, tentava rejeitá-los de"
1365,18,65,"mim, como um fardo inútil. Então resolvia embarcar imediatamente"
1366,18,66,"para cortar a minha vida em duas metades, e deleitava-me com a"
1367,18,67,"idéia de que Marcela, sabendo da partida, ficaria ralada de saudades"
1368,18,68,"e remorsos. Que ela amara-me a tonta, devia de sentir alguma coisa,"
1369,18,69,"uma lembrança qualquer, como do alferes Duarte... Nisto, o dente do"
1370,18,70,ciúme enterrava-se-me no coração; toda a natureza bradava que era
1371,18,71,preciso levar Marcela comigo.
1372,18,72,
1373,18,73,— Por força... por força... dizia eu ferindo o ar com uma punhada.
1374,18,74,"Enfim, tive uma idéia salvadora... Ah! trapézio dos meus pecados,"
1375,18,75,"trapézio das concepções abstrusas! A idéia salvadora trabalhou nele,como a do emplasto (capítulo II). Era nada menos que fasciná-la,"
1376,18,76,"fasciná-la muito, deslumbrá-la, arrastá-la; lembrou-me pedir-lhe por"
1377,18,77,um meio mais concreto do que a súplica. Não medi as conseqüências;
1378,18,78,"recorri a um derradeiro empréstimo; fui à Rua dos Ourives, comprei a"
1379,18,79,"melhor jóia da cidade, três diamantes grandes encastoados num"
1380,18,80,pente de marfim; corri à casa de Marcela.
1381,18,81,
1382,18,82,"Marcela estava reclinada numa rede, o gesto mole e cansado, uma"
1383,18,83,"das pernas pendentes, a ver-se-lhe o pezinho calçado de meia de"
1384,18,84,"seda, os cabelos soltos, derramados, o olhar quieto e sonolento."
1385,18,85,
1386,18,86,"— Vem comigo, disse eu, arranjei recursos... temos muito dinheiro,"
1387,18,87,"terás tudo o que quiseres... Olha, toma."
1388,18,88,
1389,18,89,E mostrei-lhe o pente com os diamantes... Marcela teve um leve
1390,18,90,"sobressalto, ergueu metade do corpo, e, apoiada num cotovelo, olhou"
1391,18,91,para o pente durante alguns instantes curtos; depois retirou os olhos;
1392,18,92,"tinha-se dominado. Então, eu lancei-lhe as mãos aos cabelos, coligios, enlacei-os à pressa, improvisei um toucado, sem nenhum alinho,"
1393,18,93,"e rematei-o com o pente de diamantes; recuei, tornei a aproximar-me, corrigi-lhe as madeixas, abaixei-as de um lado, busquei alguma"
1394,18,94,"simetria naquela desordem, tudo com uma minuciosidade e um"
1395,18,95,carinho de mãe.
1396,18,96,
1397,18,97,"— Pronto, disse eu."
1398,18,98,
1399,18,99,— Doudo! foi a sua primeira resposta.
1400,18,100,
1401,18,101,"A segunda foi puxar-me para si, e pagar-me o sacrifício com um"
1402,18,102,"beijo, o mais ardente de todos. Depois tirou o pente, admirou muito a"
1403,18,103,"matéria e o lavor, olhando a espaços para mim, e abanando a"
1404,18,104,"cabeça, com um ar de repreensão:"
1405,18,105,
1406,18,106,— Ora você! dizia.
1407,18,107,
1408,18,108,— Vens comigo?
1409,18,109,
1410,18,110,Marcela refletiu um instante. Não gostei da expressão com que
1411,18,111,"passeava os olhos de mim para a parede, e da parede para a jóia;"
1412,18,112,"mas toda a má impressão se desvaneceu, quando ela me respondeu"
1413,18,113,resolutamente:
1414,18,114,
1415,18,115,— Vou. Quando embarcas?
1416,18,116,
1417,18,117,— Daqui a dois ou três dias.
1418,18,118,
1419,18,119,— Vou.
1420,18,120,
1421,18,121,Agradeci-lho de joelhos. Tinha achado a minha Marcela dos primeiros
1422,18,122,"dias, e disse-lho; ela sorriu, e foi guardar a jóia, enquanto eu descia"
1423,18,123,a escada.
1424,18,124,
1425,19,0,CAPÍTULO XVIII / VISÃO DO CORREDOR
1426,19,1,"No fim da escada, ao fundo do corredor escuro, parei alguns"
1427,19,2,"instantes para respirar, apalpar-me, convocar as idéias dispersas,"
1428,19,3,reaver-me enfim no meio de tantas sensações profundas e
1429,19,4,contrárias. Achava-me feliz. Certo é que os diamantes corrompiam-me um pouco a felicidade; mas não é menos certo que uma dama
1430,19,5,bonita pode muito bem amar os gregos e os seus presentes. E depois
1431,19,6,"eu confiava na minha boa Marcela; podia ter defeitos, mas amava-me..."
1432,19,7,
1433,19,8,— Um anjo! murmurei olhando para o teto do corredor.
1434,19,9,
1435,19,10,"E aí, como um escárnio, vi o olhar de Marcela, aquele olhar que"
1436,19,11,"pouco antes me dera uma sombra de desconfiança, o qual chispava"
1437,19,12,"de cima de um nariz, que era ao mesmo tempo o nariz de Bakbarah e"
1438,19,13,o meu. Pobre namorado das Mil e Uma Noites! Vi-te ali mesmo correr
1439,19,14,"atrás da mulher do vizir, ao longo da galeria, ela a acenar-te com a"
1440,19,15,"posse, e tu a correr, a correr, a correr, até a alameda comprida,"
1441,19,16,"donde saíste à rua, onde todos os correeiros te apuparam e"
1442,19,17,desancaram. Então pareceu-me que o corredor de Marcela era a
1443,19,18,"alameda, e que a rua era a de Bagdá. Com efeito, olhando para a"
1444,19,19,"porta, vi na calçada três dos correeiros, um de batina, outro de libré,"
1445,19,20,"outro à paisana, os quais todos três entraram no corredor, tomaram-me pelos braços, meteram-me numa sege, meu pai à direita, meu tio"
1446,19,21,"cônego à esquerda, o da libré na boléia, e lá me levaram à casa do"
1447,19,22,"intendente de polícia, donde fui transportado a uma galera que devia"
1448,19,23,seguir para Lisboa. Imaginem se resisti; mas toda a resistência era
1449,19,24,inútil.
1450,19,25,
1451,19,26,"Três dias depois segui barra fora, abatido e mudo. Não chorava"
1452,19,27,sequer; tinha uma idéia fixa... Malditas idéias fixas! A dessa ocasião
1453,19,28,"era dar um mergulho no oceano, repetindo o nome de Marcela."
1454,19,29,
1455,20,0,CAPÍTULO XIX / A BORDO
1456,20,1,"Éramos onze passageiros, um homem doido, acompanhado pela"
1457,20,2,"mulher, dois rapazes que iam a passeio, quatro comerciantes e dois"
1458,20,3,"criados. Meu pai recomendou-me a todos, começando pelo capitão do"
1459,20,4,"navio, que aliás tinha muito que cuidar de si, porque, além do mais,"
1460,20,5,levava a mulher tísica em último grau.
1461,20,6,
1462,20,7,"Não sei se o capitão suspeitou alguma coisa do meu fúnebre projeto,"
1463,20,8,ou se meu pai o pôs de sobreaviso; sei que não me tirava os olhos de
1464,20,9,cima; chamava-me para toda a parte. Quando não podia estar
1465,20,10,"comigo, levava-me para a mulher. A mulher ia quase sempre numa"
1466,20,11,"camilha rasa, a tossir muito, e a afiançar que me havia de mostrar os"
1467,20,12,"arredores de Lisboa. Não estava magra, estava transparente; era"
1468,20,13,impossível que não morresse de uma hora para outra. O capitão
1469,20,14,"fingia não crer na morte próxima, talvez por enganar-se a si mesmo."
1470,20,15,Eu não sabia nem pensava nada. Que me importava a mim o destino
1471,20,16,"de uma mulher tísica, no meio do oceano? O mundo para mim era"
1472,20,17,Marcela.
1473,20,18,"Uma noite, logo no fim de uma semana, achei ensejo propício para"
1474,20,19,"morrer. Subi cauteloso, mas encontrei o capitão, que junto à"
1475,20,20,"amurada, tinha os olhos fitos no horizonte."
1476,20,21,
1477,20,22,— Algum temporal? disse eu.
1478,20,23,
1479,20,24,"— Não, respondeu ele estremecendo; não; admiro o esplendor da"
1480,20,25,noite. Veja; está celestial!
1481,20,26,
1482,20,27,"O estilo desmentia da pessoa, assaz rude e aparentemente alheia a"
1483,20,28,locuções rebuscadas. Fitei-o; ele pareceu saborear o meu espanto.
1484,20,29,"No fim de alguns segundos, pegou-me na mão e apontou para a lua,"
1485,20,30,perguntando-me por que não fazia uma ode à noite; respondi-lhe que
1486,20,31,"não era poeta. O capitão rosnou alguma coisa, deu dois passos,"
1487,20,32,"meteu a mão no bolso, sacou um pedaço de papel, muito"
1488,20,33,"amarrotado; depois, à luz de uma lanterna, leu uma ode horaciana"
1489,20,34,sobre a liberdade da vida marítima. Eram versos dele.
1490,20,35,
1491,20,36,— Que tal?
1492,20,37,
1493,20,38,Não me lembra o que lhe disse; lembra-me que ele me apertou a
1494,20,39,"mão com muita força e muitos agradecimentos; logo depois recitou-me dois sonetos; ia recitar-me outro, quando o vieram chamar da"
1495,20,40,"parte da mulher. — Lá vou, disse ele; e recitou-me o terceiro soneto,"
1496,20,41,"com pausa, com amor."
1497,20,42,
1498,20,43,Fiquei só; mas a musa do capitão varrera-me do espírito os
1499,20,44,"pensamentos maus; preferi dormir, que é um modo interino de"
1500,20,45,"morrer. No dia seguinte, acordamos debaixo de um temporal, que"
1501,20,46,"meteu medo a toda a gente, menos ao doido; esse entrou a dar"
1502,20,47,"pulos, a dizer que a filha o mandava buscar, numa berlinda; a morte "
1503,20,48,"de uma filha fora a causa da loucura. Não, nunca me há de esquecer"
1504,20,49,"a figura hedionda do pobre homem, no meio do tumulto das gentes e"
1505,20,50,"dos uivos do furacão, a cantarolar e a bailar, com os olhos a"
1506,20,51,"saltarem-lhe da cara, pálido, cabelo arrepiado e longo. Às vezes"
1507,20,52,"parava, erguia ao ar as mãos ossudas, fazia umas cruzes com os"
1508,20,53,"dedos, depois um xadrez, depois umas argolas, e ria muito,"
1509,20,54,desesperadamente. A mulher não podia já cuidar dele; entregue ao
1510,20,55,"terror da morte, rezava por si mesma a todos os santos do Céu."
1511,20,56,"Enfim, a tempestade amainou. Confesso que foi uma diversão"
1512,20,57,"excelente à tempestade do meu coração. Eu, que meditava ir ter com"
1513,20,58,"a morte, não ousei fitá-la quando ela veio ter comigo."
1514,20,59,
1515,20,60,"O capitão perguntou-me se tivera medo, se estivera em risco, se não"
1516,20,61,achara sublime o espetáculo: tudo isso com um interesse de amigo.
1517,20,62,Naturalmente a conversa versou sobre a vida do mar; o capitão
1518,20,63,perguntou-me se não gostava de idílios piscatórios; eu respondi-lhe
1519,20,64,ingenuamente que não sabia o que era.
1520,20,65,
1521,20,66,"— Vai ver, respondeu."
1522,20,67,
1523,20,68,"E recitou-me um poemazinho, depois outro, — uma égloga, — e"
1524,20,69,"enfim cinco sonetos, com os quais rematou nesse dia a confidência"
1525,20,70,"literária. No dia seguinte, antes de me recitar nada, explicou-me o"
1526,20,71,"capitão que só por motivos graves abraçara a profissão marítima,"
1527,20,72,"porque a avó queria que ele fosse padre, e com efeito possuíaalgumas letras latinas; não chegou a ser padre, mas não deixou de"
1528,20,73,"ser poeta, que era a sua vocação natural. Para prová-lo, recitou-me"
1529,20,74,"logo, de corpo presente, uma centena de versos. Notei um"
1530,20,75,"fenômeno: os ademanes que ele usava eram tais, que uma vez me"
1531,20,76,"fizeram rir; mas o capitão, quando recitava, de tal sorte olhava para"
1532,20,77,"dentro de si mesmo, que não viu nem ouviu nada."
1533,20,78,
1534,20,79,"Os dias passavam, e as águas, e os versos, e com eles ia também"
1535,20,80,"passando a vida da mulher. Estava por pouco. Um dia, logo depois do"
1536,20,81,"almoço, disse-me o capitão que a enferma talvez não chegasse ao"
1537,20,82,fim da semana.
1538,20,83,
1539,20,84,— Já! exclamei.
1540,20,85,
1541,20,86,— Passou muito mal a noite.
1542,20,87,
1543,20,88,"Fui vê-la; achei-a, na verdade, quase moribunda, mas falando ainda"
1544,20,89,"de descansar em Lisboa alguns dias, antes de ir comigo a Coimbra,"
1545,20,90,porque era seu propósito levar-me à Universidade. Deixei-a
1546,20,91,"consternado; fui achar o marido a olhar para as vagas, que vinham"
1547,20,92,"morrer no costado do navio, e tratei de o consolar; ele agradeceu-me, relatou-me a história dos seus amores, elogiou a fidelidade e a"
1548,20,93,"dedicação da mulher, relembrou os versos que lhe fez, e recitou-mos."
1549,20,94,Neste ponto vieram buscá-lo da parte dela; corremos ambos; era
1550,20,95,uma crise. Esse e o dia seguinte foram cruéis; o terceiro foi o da
1551,20,96,"morte; eu fugi ao espetáculo, tinha-lhe repugnância. Meia hora"
1552,20,97,"depois encontrei o capitão, sentado num molho de cabos, com a"
1553,20,98,"cabeça nas mãos, disse-lhe alguma coisa de conforto."
1554,20,99,
1555,20,100,"— Morreu como uma santa, respondeu ele; e, para que estas"
1556,20,101,"palavras não pudessem ser levadas à conta de fraqueza, ergueu-se"
1557,20,102,"logo, sacudiu a cabeça, e fitou o horizonte, com um gesto longo e"
1558,20,103,"profundo. — Vamos, continuou, entreguemo-la à cova que nunca"
1559,20,104,mais se abre.
1560,20,105,
1561,20,106,"Efetivamente, poucas horas depois, era o cadáver lançado ao mar,"
1562,20,107,com as cerimônias do costume. A tristeza murchara todos os rostos;
1563,20,108,o do viúvo trazia a expressão de um cabeço rijamente lascado pelo
1564,20,109,"raio. Grande silêncio. A vaga abriu o ventre, acolheu o despojo,"
1565,20,110,"fechou-se, — uma leve ruga, — e a galera foi andando. Eu deixei-me"
1566,20,111,"estar alguns minutos à popa, com os olhos naquele ponto incerto do"
1567,20,112,"mar em que ficava um de nós... Fui dali ter com o capitão, para"
1568,20,113,distraí-lo.
1569,20,114,
1570,20,115,"— Obrigado, disse-me ele compreendendo a intenção; creia que"
1571,20,116,nunca me esquecerei dos seus bons serviços. Deus é que lhos há de
1572,20,117,pagar. Pobre Leocádia! tu te lembrarás de nós no Céu.
1573,20,118,Enxugou com a manga uma lágrima importuna; eu busquei um
1574,20,119,"derivativo na poesia, que era a paixão dele. Falei-lhe dos versos, que"
1575,20,120,"me lera, e ofereci-me para imprimi-los. Os olhos do capitão"
1576,20,121,"animaram-se um pouco. — Talvez aceite, disse ele; mas não sei..."
1577,20,122,são bem frouxos versos. Jurei-lhe que não; pedi que os reunisse e
1578,20,123,mos desse antes do desembarque.
1579,20,124,— Pobre Leocádia! murmurou sem responder ao pedido. Um
1580,20,125,cadáver... o mar... o céu... o navio...
1581,20,126,"No dia seguinte veio ler-me um epicédio composto de fresco, em que"
1582,20,127,estavam memoradas as circunstâncias da morte e da sepultura da
1583,20,128,"mulher; leu-mo com a voz comovida deveras, e a mão trêmula; no"
1584,20,129,fim perguntou-me se os versos eram dignos do tesouro que perdera.
1585,20,130,
1586,20,131,"— São, disse eu."
1587,20,132,
1588,20,133,"— Não haverá estro, ponderou ele, no fim de um instante, mas"
1589,20,134,"ninguém me negará sentimento, se não é que o próprio sentimento"
1590,20,135,prejudicou a perfeição...
1591,20,136,
1592,20,137,— Não me parece; acho os versos perfeitos.
1593,20,138,
1594,20,139,"— Sim, eu creio que... Versos de marujo."
1595,20,140,
1596,20,141,— De marujo poeta.
1597,20,142,
1598,20,143,"Ele levantou os ombros, olhou para o papel, e tornou a recitar a"
1599,20,144,"composição, mas já então sem tremuras, acentuando as intenções"
1600,20,145,"literárias, dando relevo às imagens e melodia aos versos. No fim,"
1601,20,146,confessou-me que era a sua obra mais acabada; eu disse-lhe que
1602,20,147,sim; ele apertou-me muito a mão e predisse-me um grande futuro.
1603,20,148,
1604,21,0,CAPÍTULO XX / BACHARELO-ME
1605,21,1,"Um grande futuro! Enquanto esta palavra me batia no ouvido,"
1606,21,2,"devolvia eu os olhos, ao longe, no horizonte misterioso e vago. Uma"
1607,21,3,"idéia expelia outra, a ambição desmontava Marcela. Grande futuro?"
1608,21,4,"Talvez naturalista, literato, arqueólogo, banqueiro, político, ou até"
1609,21,5,"bispo, — bispo que fosse, — uma vez que fosse um cargo, uma"
1610,21,6,"preeminência, uma grande reputação, uma posição superior. A"
1611,21,7,"ambição, dado que fosse águia, quebrou nessa ocasião o ovo, e"
1612,21,8,"desvendou a pupila fulva e penetrante. Adeus, amores! adeus,"
1613,21,9,"Marcela! dias de delírio, jóias sem preço, vida sem regímen, adeus!"
1614,21,10,Cá me vou às fadigas e à glória; deixo-vos com as calcinhas da
1615,21,11,primeira idade.
1616,21,12,
1617,21,13,E foi assim que desembarquei em Lisboa e segui para Coimbra. A
1618,21,14,Universidade esperava-me com as suas matérias árduas; estudei-as
1619,21,15,"muito mediocremente, e nem por isso perdi o grau de bacharel;"
1620,21,16,"deram-mo com a solenidade do estilo, após os anos da lei; uma bela"
1621,21,17,"festa que me encheu de orgulho e de saudades, — principalmente de"
1622,21,18,saudades. Tinha eu conquistado em Coimbra uma grande nomeada
1623,21,19,"de folião; era um acadêmico estróina, superficial, tumultuário e"
1624,21,20,"petulante, dado às aventuras, fazendo romantismo prático e"
1625,21,21,"liberalismo teórico, vivendo na pura fé dos olhos pretos e das"
1626,21,22,"constituições escritas. No dia em que a Universidade me atestou, em"
1627,21,23,"pergaminho, uma ciência que eu estava longe de trazer arraigada no"
1628,21,24,"cérebro, confesso que me achei de algum modo logrado, ainda que"
1629,21,25,"orgulhoso. Explico-me: o diploma era uma carta de alforria; se medava a liberdade, dava-me a responsabilidade. Guardei-o, deixei as"
1630,21,26,"margens do Mondego, e vim por ali fora assaz desconsolado, mas"
1631,21,27,"sentindo já uns ímpetos, uma curiosidade, um desejo de acotovelar"
1632,21,28,"os outros, de influir, de gozar, de viver, — de prolongar a"
1633,21,29,Universidade pela vida adiante...
1634,21,30,
1635,22,0,CAPÍTULO XXI / O ALMOCREVE
1636,22,1,"Vai então, empacou o jumento em que eu vinha montado; fustiguei-o, ele deu dois corcovos, depois mais três, enfim mais um, que me"
1637,22,2,"sacudiu fora da sela, com tal desastre, que o pé esquerdo me ficou"
1638,22,3,"preso no estribo; tento agarrar-me ao ventre do animal, mas já"
1639,22,4,"então, espantado, disparou pela estrada fora. Digo mal: tentou"
1640,22,5,"disparar, e efetivamente deu dois saltos, mas um almocreve, que ali"
1641,22,6,"estava, acudiu a tempo de lhe pegar na rédea e detê-lo, não sem"
1642,22,7,"esforço nem perigo. Dominado o bruto, desvencilhei-me do estribo e"
1643,22,8,pus-me de pé.
1644,22,9,
1645,22,10,"— Olhe do que vosmecê escapou, disse o almocreve."
1646,22,11,
1647,22,12,"E era verdade; se o jumento corre por ali fora, contundia-me"
1648,22,13,"deveras, e não sei se a morte não estaria no fim do desastre; cabeça"
1649,22,14,"partida, uma congestão, qualquer transtorno cá dentro, lá se me ia a"
1650,22,15,ciência em flor. O almocreve salvara-me talvez a vida; era positivo;
1651,22,16,eu sentia-no no sangue que me agitava o coração. Bom almocreve!
1652,22,17,"enquanto eu tornava à consciência de mim mesmo, ele cuidava de"
1653,22,18,"consertar os arreios do jumento, com muito zelo e arte. Resolvi dar-lhe três moedas de ouro das cinco que trazia comigo; não porque tal"
1654,22,19,"fosse o preço da minha vida, — essa era inestimável; mas porque era"
1655,22,20,uma recompensa digna da dedicação com que ele me salvou. Está
1656,22,21,"dito, dou-lhe as três moedas."
1657,22,22,
1658,22,23,"— Pronto, disse ele, apresentando-me a rédea da cavalgadura."
1659,22,24,
1660,22,25,"— Daqui a nada, respondi; deixa-me, que ainda não estou em mim..."
1661,22,26,
1662,22,27,— Ora qual!
1663,22,28,
1664,22,29,— Pois não é certo que ia morrendo?
1665,22,30,
1666,22,31,"— Se o jumento corre por aí fora, é possível; mas, com a ajuda do"
1667,22,32,"Senhor, viu vosmecê que não aconteceu nada."
1668,22,33,
1669,22,34,"Fui aos alforjes, tirei um colete velho, em cujo bolso trazia as cinco"
1670,22,35,"moedas de ouro, e durante esse tempo cogitei se não era excessiva a"
1671,22,36,"gratificação, se não bastavam duas moedas. Talvez uma. Com efeito,"
1672,22,37,uma moeda era bastante para lhe dar estremeções de alegria.
1673,22,38,
1674,22,39,"Examinei-lhe a roupa; era um pobre-diabo, que nunca jamais vira"
1675,22,40,"uma moeda de ouro. Portanto, uma moeda. Tirei-a, vi-a reluzir à luz"
1676,22,41,"do sol; não a viu o almocreve, porque eu tinha-lhe voltado as costas;"
1677,22,42,"mas suspeitou-o talvez, entrou a falar ao jumento de um modo"
1678,22,43,"significativo; dava-lhe conselhos, dizia-lhe que tomasse juízo, que o"
1679,22,44,“senhor doutor” podia castigá-lo; um monólogo paternal. Valha-meDeus! até ouvi estalar um beijo: era o almocreve que lhe beijava a
1680,22,45,testa.
1681,22,46,
1682,22,47,— Olé! exclamei.
1683,22,48,
1684,22,49,"— Queira vosmecê perdoar, mas o diabo do bicho está a olhar para a"
1685,22,50,gente com tanta graça...
1686,22,51,
1687,22,52,"Ri-me, hesitei, meti-lhe na mão um cruzado em prata, cavalguei o"
1688,22,53,"jumento, e segui a trote largo, um pouco vexado, melhor direi um"
1689,22,54,pouco incerto do efeito da pratinha. Mas a algumas braças de
1690,22,55,"distância, olhei para trás, o almocreve fazia-me grandes cortesias,"
1691,22,56,com evidentes mostras de contentamento. Adverti que devia ser
1692,22,57,"assim mesmo; eu pagara-lhe bem, pagara-lhe talvez demais. Meti os"
1693,22,58,dedos no bolso do colete que trazia no corpo e senti umas moedas de
1694,22,59,"cobre; eram os vinténs que eu devera ter dado ao almocreve, em"
1695,22,60,"lugar do cruzado em prata. Porque, enfim, ele não levou em mira"
1696,22,61,"nenhuma recompensa ou virtude, cedeu a um impulso natural, ao"
1697,22,62,"temperamento, aos hábitos do ofício; acresce que a circunstância de"
1698,22,63,"estar, não mais adiante nem mais atrás, mas justamente no ponto do"
1699,22,64,"desastre, parecia constituí-lo simples instrumento da Providência; e"
